Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,10332.799999999992,80
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,18986.519999999982,147
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,8137.079999999994,63
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,14336.759999999987,111
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,16403.319999999985,127
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,21957.19999999998,170
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,32884.12999999997,256
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,904.1199999999999,7
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,4520.599999999998,35
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,27511.079999999973,213
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,17565.759999999984,136
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,3823.1299999999987,30
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,64166.40000000062,516
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,9557.839999999993,74
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,1808.2400000000005,14
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,56520.41000000061,438
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,34899.020000000026,271
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,4520.599999999998,35
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,15499.199999999986,120
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,1937.4000000000005,15
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,645.8,5
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,13949.279999999988,108
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,3099.8399999999992,24
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,11236.919999999991,87
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,10797.769999999991,84
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,258.32,2
8881e3ee-e915-31b3-867f-8e2fbe41e887,Lynn Community Based Outpatient Clinic (CBOC),225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,800-838-6331,387.48,3
78dbf052-6958-3c67-af45-b5a450b70fe4,Springfield Vet Center,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,413-737-5167 Or 413-737-5167,208929.2100000047,1619
d303f885-b64a-3c2c-b13f-36a97c2522bf,PCP3324,12 HEMLOCK PARK DR,GROTON,MA,01450-1450,42.61176,-71.565269,978-448-2872,6845.479999999995,54
86194e39-0481-37cc-a2a9-27cf83292bfd,ARSENAULT CHIROPRACTIC CENTER INC,379 MAIN ST,HAVERHILL,MA,01830-4037,42.782945,-71.087436,978-373-7871,3099.8399999999992,24
df8f32aa-541d-3568-a4ad-f4ea7dd3207a,PCP8178,5 WATSON RD,BELMONT,MA,02478-3924,42.395317,-71.180284,617-489-1521,3745.6399999999985,29
62ed2870-abb8-3835-b924-a33b48f6ebdb,PCP9435,116 PLEASANT ST,EASTHAMPTON,MA,01027-2756,42.265435,-72.670813,413-537-3795,5553.8799999999965,43
6ba56742-6822-3d8f-8c97-e4bfed99b9d4,PCP11655,130 COLLEGE ST,SOUTH HADLEY,MA,01075-1493,42.256208,-72.58103,413-813-7021,3745.6399999999985,29
ef4ee9bd-7af1-33ed-befe-d6ab3c0f0212,PCP12482,26 VISTA AVE,LEOMINSTER,MA,01453-3024,42.520876,-71.770611,978-537-0878,1808.2400000000005,14
4810c1d2-5d3c-3ab5-a813-ae6801ff7f67,PCP14621,927 TEMPLE ST,WHITMAN,MA,02382-1057,42.078974,-70.93939,781-718-4038,4262.279999999998,34
ff917dd4-ffbb-3f4c-b2df-445a7e9d29aa,PCP15541,35 BURT ST,NORTON,MA,02766-2569,41.965340999999995,-71.18178,508-285-3370,6328.839999999996,49
07dd0bf4-3cf3-3eec-9251-1acc997b65fe,PCP16559,274 MAIN ST,GROTON,MA,01450-1236,42.61176,-71.565269,978-448-0009,7362.119999999994,57
379b60c5-b60d-3f37-b937-a65c2098a3bb,ROBERT W BARITZ  PC,450 PLEASANT ST,BROCKTON,MA,02301-2536,42.082543,-71.024638,508-583-2565,4391.439999999998,34
ff9a3795-40b1-35f9-b4dd-a85566d39072,PCP20300,60 MUNSON MEETING WAY F,CHATHAM,MA,02633-1992,41.621629,-69.98195600000001,508-945-3131,7491.279999999994,58
73b36bb4-468a-3ea8-9cfc-ee11ee3d01d6,PCP25715,271 MAIN ST,STONEHAM,MA,02180-3580,42.474208000000004,-71.097665,617-868-0853,5683.039999999996,44
5e241bed-136b-3a90-a3d6-42f7b9cab3c2,PCP29534,93 POND ST,SHARON,MA,02067-2015,42.108463,-71.185182,781-724-7468,3745.6399999999985,29
02c59aef-a75f-33f2-a161-25b01d9a5bc4,CROSSROADS HEALTH GROUP  P.C.,35 TURKEY HILL RD,BELCHERTOWN,MA,01007-9032,42.27901,-72.400468,413-323-1115,8653.719999999994,67
ff76282f-7968-39c7-82f9-2d86c93990a6,PCP30512,10 RICHARDS AVE,PAXTON,MA,01612-1120,42.311693,-71.940282,508-757-0376,4778.919999999997,37
68797de0-3337-3617-8b07-1a919f25bb73,PCP31226,240 CONCORD AVE,CAMBRIDGE,MA,02138-1337,42.376043,-71.11868,617-497-9139,3874.7999999999984,30
2f09e5c4-f013-3b8e-aa9d-6564542502a0,PCP31724,300 NEWBURYPORT TRUNPIKE,ROWLEY,MA,01969,42.721495000000004,-70.886637,978-948-3900,4391.439999999998,34
bbb7dba7-0965-3932-b798-94335c6d2806,PCP32175,29 RIVER RD,PEPPERELL,MA,01463-1621,42.670643,-71.602858,978-448-6900,5553.8799999999965,44
76834a5c-65a1-3124-8fcf-bbd2876eddc8,PCP33193,124 HARVARD ST,BROOKLINE,MA,02446-6478,42.323853,-71.142003,617-947-7473,4003.959999999998,31
502dd65a-e826-3bca-89bb-448b81ddbc15,PCP37168,39 PLYMOUTH ST,HOLBROOK,MA,02343-1510,42.140346,-70.997861,781-767-4207,4133.119999999998,32
5a16b048-09b6-3d69-ae61-4715bec676c9,PCP37449,340 WOOD RD,BRAINTREE,MA,02184-2401,42.205416,-71.00216800000003,781-849-1111,2841.5199999999995,22
cb75be4d-7394-3ebd-9930-4d4d3b27d82e,PCP37904,22 WOBURN ST,READING,MA,01867-3074,42.535183,-71.105423,781-944-1600,1420.7600000000002,11
7a3fa04c-a39d-32f9-8578-d4db76e877aa,PCP39400,9 G OSMAN BABSON RD,GLOUCESTER,MA,01930-1880,42.62885,-70.685875,978-282-7400,2712.3599999999997,21
d94c9186-7bed-3d24-88a2-d5bc92d92737,PCP39872,12 ARROW ST,CAMBRIDGE,MA,02138-5105,42.376043,-71.11868,617-893-8752,4003.959999999998,31
7a88db40-6c11-3652-b00d-51f466934ef7,PCP41048,90 CONCORD AVE,BELMONT,MA,02478-4047,42.395317,-71.180284,617-785-0411,4003.959999999998,31
945768aa-2200-3476-b042-993a9df74c65,BACK TO YOU PHYSICAL THERAPY AND SPORTS MEDICINE INC.,19 N MAIN ST,SHERBORN,MA,01770-1546,42.231947,-71.372963,617-571-7323,4520.599999999998,35
affa7e59-3e50-3559-bbbb-e8a2e89e4b7b,PCP44726,80 WASHINGTON ST,NORWELL,MA,02061-1729,42.164569,-70.818844,781-656-5309,3228.999999999999,25
27fe2736-8b86-385a-8120-e5b179493df7,ALEXEYENKO MEDICAL ASSOCIATES PC,319 ALLSTON ST B,BRIGHTON,MA,02135-7664,42.33196,-71.020173,617-734-1300,4262.279999999998,33
dfeef2b6-c1ee-305c-8d8c-bfda54e0fdc4,PCP48615,66 FISHER ST,NORWOOD,MA,02062-1921,42.187364,-71.195971,781-449-0087,4520.599999999998,35
04f553c5-5858-30a6-b318-f1e07a89c8bf,PCP51535,99 WALNUT ST,SAUGUS,MA,01906-1981,42.468432,-71.01394599999999,617-791-4805,4520.599999999998,35
6581392f-f0ae-34ae-a479-f66c20ece551,PCP56274,165 MIDDLESEX TPKE,BEDFORD,MA,01730-1424,42.499295000000004,-71.281889,781-275-2830,9686.999999999993,75
36d9f9e8-5717-3628-bc57-32e2961b0da3,PCP57551,1351 MAIN ST,BROCKTON,MA,02301-7153,42.082543,-71.024638,508-586-3613,4003.959999999998,31
4786ed54-9ddb-3063-b578-370787aef828,PCP61278,52 NOON HILL AVE,NORFOLK,MA,02056-1161,42.116244,-71.329274,508-560-4007,7103.799999999995,55
c0094038-6272-32dc-bf16-e4e8e417098a,BURLINGTON OB-GYN ASSOC INC,101 CAMBRIDGE ST,BURLINGTON,MA,01803-3766,42.503227,-71.201713,781-272-4667,4262.279999999998,33
61319efd-e5f0-3906-b925-328678f48c5b,PCP66618,112 CENTRAL AVE,LYNN,MA,01901-1050,42.474862,-70.96218499999999,781-595-8080,8137.079999999994,63
ea3dd7f7-a012-3788-b1d4-cac4037a102a,NORTHEAST ALLERGY  ASTHMA AND IMMUNOLOGY  PC,79 ERDMAN WAY,LEOMINSTER,MA,01453-1805,42.520876,-71.770611,978-537-4805,1679.0800000000004,13
e31728d2-e211-354d-9bb6-798887761da5,PCP88738,9 MILL AND MAIN PL,MAYNARD,MA,01754-2651,42.425955,-71.45625600000001,,4391.439999999998,34
73087250-f785-399c-916a-4815188f9753,PCP89048,173 ESSEX ST,SWAMPSCOTT,MA,01907-1150,42.468059000000004,-70.89126,,4778.919999999997,37
3785a91b-ef8c-3628-b673-5f9808b05616,GL PEDIATRICS INC,33 BARTLETT ST,LOWELL,MA,01852-1318,42.63898,-71.321141,978-452-2200,4520.599999999998,35
6ad683e2-8401-3bfe-9d9b-4fa263d2d92f,PCP91959,4 CYPRESS ST,BROOKLINE,MA,02445-6871,42.323853,-71.142003,617-650-3522,6974.639999999995,54
c70cfaad-1251-3193-9495-060db784e090,CARROLL PHYSICAL THERAPY,1284 MAIN ST,OSTERVILLE,MA,02655-1542,41.662727,-70.357208,508-420-3535,5424.719999999997,42
9e22996b-ab3f-3d99-9f9d-6659ae260966,ASSOCIATES IN DERMATOLOGY LLC,311 ARSENAL ST,WATERTOWN,MA,02472-2783,42.369451,-71.177925,617-923-8433,8782.879999999994,68
7b1ba895-0a48-303f-981d-f41766fcaacc,PCP105182,78 MCKAY ST,BEVERLY,MA,01915-3031,42.556659,-70.84496,978-927-2270,5553.8799999999965,44
9de56a33-a10b-32e6-986c-b9576eb3e933,BAY RADIOLOGY ASSOCIATES  INC.,273 TEATICKET HWY,TEATICKET,MA,02536-5638,41.562579,-70.587349,508-495-8000,7878.759999999994,61
0849c09e-1e1c-3213-ad24-e58185e43205,MELROSE WAKEFIELD ORAL SURGERY INC,810 MAIN ST,MELROSE,MA,02176-2711,42.455723,-71.05901899999999,781-662-6228,3616.4799999999987,29
2db889da-7f59-3bdb-9f98-4d40f24a2540,PCP121054,31 PINE ST,NORFOLK,MA,02056-1642,42.116244,-71.329274,,3358.159999999999,26
c60b66d8-ce80-3d94-b4a7-2d97367a801b,PCP128550,140 MAIN ST,GROTON,MA,01450-1271,42.61176,-71.565269,,9557.839999999993,75
934f4ea8-157d-3c1e-806b-7f8a9ec92a84,PCP133048,470 GRANBY RD,SOUTH HADLEY,MA,01075-3218,42.256208,-72.58103,,4649.7599999999975,36
17b62fdf-905d-3018-810d-7ee667bb8f25,PCP134014,333 FRONT ST,CHICOPEE,MA,01013-2798,42.175668,-72.572257,,2195.7200000000003,17
a005fba5-3abb-32ee-a26d-afcde0315ead,PCP135496,1049 MAIN ST,WEST BARNSTABLE,MA,02668-1152,41.662727,-70.357208,,4908.079999999997,38
03265f41-d6ef-3f4b-a918-b44ced0ff5aa,PCP138181,400 WASHINGTON ST,BRAINTREE,MA,02184-4769,42.205416,-71.00216800000003,,9686.999999999993,75
8f0c35f7-110c-3529-93bf-d2f1da436200,PCP145469,159 MAIN ST A,AGAWAM,MA,01001-1804,42.064731,-72.653477,,2712.3599999999997,21
100b141b-3f51-3916-97e3-c6a74f0eda16,PCP146764,194 S MAIN ST,WEST BRIDGEWATER,MA,02379-1770,42.021617,-71.026717,,5166.399999999997,40
463296bc-5a7c-3412-b888-eec038ac8e1b,PCP149962,1748 GRAND ARMY HWY,SOMERSET,MA,02726-1211,41.738479,-71.165065,,4778.919999999997,38
2a01f15c-e34c-3b5c-850f-7e4a965561d4,PCP150002,660 E ST,MANSFIELD,MA,02048-2951,42.017302,-71.21641,,7620.439999999994,59
b4fbf217-ac7b-3ecf-8c1a-d607c1d4f0db,SHIFA COMPREHENSIVE HEALTH CENTER,185 W AVE,LUDLOW,MA,01056-1700,42.183577,-72.457812,413-244-6947,6845.479999999995,53
4f0a1843-c819-3964-a2e9-2dab906b84bf,PCP154964,1440 GAR HWY,SOMERSET,MA,02726-1218,41.738479,-71.165065,,2583.2,20
150d4bec-d11c-3014-8818-45127743725d,PCP155636,69 BAYVIEW AVE,BERKLEY,MA,02779-1924,41.838060999999996,-71.07761500000001,,4520.599999999998,35
927eb0a8-c2d9-3c94-9741-4ce636ae4b06,PCP159069,17 COCASSET ST,FOXBOROUGH,MA,02035-2948,42.061338,-71.245802,,8007.919999999994,63
9cb9c46d-64f4-3f51-9cbb-f16b27e8b771,PCP161804,53 SPRINGFIELD ST,CHICOPEE,MA,01013-2624,42.175668,-72.572257,,12528.51999999999,97
bd8121a6-06dc-31be-93fa-a87e9529b7c2,PCP168930,35 TROLLEY CROSSING RD,CHARLTON,MA,01507-1369,42.133935,-71.968025,,5941.359999999996,46
29769c4a-4330-3209-b546-1e1f12c7adc5,EYE CARE SPECIALISTS PC,31 PINE ST,NORFOLK,MA,02056-1642,42.116244,-71.329274,508-623-3880,2583.2,20
33dd4a4d-8b2d-34aa-9a7f-3289bb665248,PCP191462,48 MAPLE AVE,SHREWSBURY,MA,01545-2938,42.284766999999995,-71.714228,508-845-7221,4649.7599999999975,36
8c249853-c6e2-34bc-b301-045f08eac03e,PCP200505,25 OLD WESTPORT RD,NORTH DARTMOUTH,MA,02747-2537,41.646686,-70.999158,401-533-4052,8266.239999999994,64
9877f0c9-b716-3b85-b96e-13522cc33348,PCP202116,533 FRANKLIN ST,MELROSE,MA,02176-1742,42.455723,-71.05901899999999,,3745.6399999999985,29
bce310c4-5b58-330c-85ab-36faa54c2d0c,PCP205637,200 WALNUT ST,SAUGUS,MA,01906-1158,42.468432,-71.01394599999999,,9041.199999999993,70
7533082e-ead6-3a6f-8b54-f29c0fcbaf82,ICON ANESTHESIA SERVICES OF NEW ENGLAND LLC,135 LAKE ST,MIDDLETON,MA,01949-2024,42.610513,-71.007118,978-766-1150,5424.719999999997,42
d3c7fd37-7465-39ca-bceb-c855bedabd2c,PCP209281,2 CHAMBERLAIN AVE,WINTHROP,MA,02152-1011,42.375541,-70.970646,,3228.999999999999,25
a7da0683-1259-3792-9642-b3343aacddc6,MILLENNIUM ANESTHESIA PC,100 TER HEUN DR,FALMOUTH,MA,02540-2503,41.594939000000004,-70.599243,508-548-5300,7362.119999999994,58
7753a595-c36a-360d-9fe9-226a9f7b822e,ST. VINCENT RADIOLOGICAL ASSOC.  INC.,14 RICE RD,TEMPLETON,MA,01468-1332,42.563482,-72.07547199999999,978-939-2035,5683.039999999996,44
f43d6681-f2aa-3bb7-81c6-8abe6cfe7a15,PCP222777,54 HOPEDALE ST,HOPEDALE,MA,01747-1719,42.123007,-71.53140400000001,,4908.079999999997,38
9ffb641c-8312-35c4-92f4-b8ac162f50c2,PCP224262,607 N AVE,WAKEFIELD,MA,01880,42.50436,-71.064061,781-942-0606,3616.4799999999987,28
0f0abae6-d54e-34d0-b1cd-e5cf1f71efd1,COMMUNITY HEALTH CONNECTIONS  INC,175 CONNORS ST,GARDNER,MA,01440-2637,42.584206,-71.988737,978-410-6100,3874.7999999999984,30
20fb6c61-e9c0-3edc-8d92-952675c896c4,COMMUNITY PHYSICIANS ASSOC INC,92 HIGHLAND ST,MILTON,MA,02186-3800,42.241557,-71.082432,617-696-1460,3099.8399999999992,24
9f8adac8-38c6-354d-93d8-8af0215b66df,PARTNERS IN REHABILITATION LLC,421 MERRIMACK ST,METHUEN,MA,01844-5865,42.742751,-71.178588,978-689-4500,6199.679999999996,48
e77c1b5c-f06d-3d7f-9afb-9f54b9a35728,PCP229838,471 S MAIN ST,BRADFORD,MA,01835-7247,42.782945,-71.087436,,1808.2400000000005,14
37b9bf2b-7b12-30db-b9cf-e62f3daf6559,PCP232025,319 SOUTHBRIDGE ST,AUBURN,MA,01501-2541,42.198708,-71.846006,508-832-9646,4520.599999999998,35
dfb31775-671c-3a26-9874-3b862ce8f6d1,PCP233810,100 COPELAND DR,MANSFIELD,MA,02048-1245,42.017302,-71.21641,,8137.079999999994,63
c1bf7bfd-7287-37cc-9836-cf77704c49a7,VHM SERVICES INC,435 KING ST,FRANKLIN,MA,02038-2516,42.084858,-71.41057099999998,508-553-3250,2841.5199999999995,22
395a9f52-1f2d-35cd-8cfe-35e2771f8921,PCP248432,567 CENTRAL ST,BOYLSTON,MA,01505-1523,42.355049,-71.716157,508-335-2452,5812.199999999996,45
340e467f-f407-395e-aac3-b134baf9bcd5,HKD TREATMENT OPTIONS PC,21 GEORGE ST,LOWELL,MA,01852-2228,42.63898,-71.321141,978-710-9877,6199.679999999996,48
c1c433e1-9ed4-3730-bd86-d25de4fa96bf,MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION  INC,80 EVERETT AVE,CHELSEA,MA,02150-2339,42.396824,-71.031348,617-887-3500,1033.28,8
37362d32-a494-30a7-9ca6-ad833d53394f,HOLYOKE MEDICAL CENTER INC,2 HOSPITAL DR,HOLYOKE,MA,01040-6614,42.211656,-72.642448,413-540-5048,3616.4799999999987,28
a51c74d8-5d57-3ec9-8578-442295853f2a,SOUND PHYSICIANS OF MASSACHUSETTS INC,235 N PEARL ST,BROCKTON,MA,02301-1794,42.082543,-71.024638,508-427-3000,4391.439999999998,34
970d2bb4-6018-36bd-ad5a-7c61a10e603a,WESTFIELD MEDICAL CORPORATION,115 W SILVER ST,WESTFIELD,MA,01085-3678,42.138838,-72.755911,413-562-3444,3616.4799999999987,28
d280bb3c-0c3d-327f-aefd-45bce5923116,FOUNDATION MEDICAL PARTNERS INC.,68 MAIN ST,PEPPERELL,MA,01463-1560,42.670643,-71.602858,978-433-6317,6457.999999999995,51
